y,A,Z,N,A^2,A^3,A^4,A^1/2,A^1/3,A^2/3,1/A,1/A^2,1/A^3,1/A^4,A^-1/2,A^-1/3,A^-2/3,Z^2,Z^3,Z^4,Z^1/2,Z^1/3,Z^2/3,1/Z,1/Z^2,1/Z^3,1/Z^4,Z^-1/2,Z^-1/3,Z^-2/3,N^2,N^3,N^4,N^1/2,N^1/3,N^2/3,1/N,1/N^2,1/N^3,1/N^4,N^-1/2,N^-1/3,N^-2/3,Parity
8.4601967,95,37,58,9025,857375,81450625,9.746794345,4.562902635,20.82008046,0.010526316,0.000110803,1.16635E-06,1.22774E-08,0.102597835,0.219158742,0.048030554,1369,50653,1874161,6.08276253,3.332221852,11.10370247,0.027027027,0.00073046,1.97422E-05,5.33572E-07,0.164398987,0.300100067,0.09006005,3364,195112,11316496,7.615773106,3.870876641,14.98368597,0.017241379,0.000297265,5.12526E-06,8.83666E-08,0.131306433,0.258339413,0.066739252,0
8.5490875,95,38,57,9025,857375,81450625,9.746794345,4.562902635,20.82008046,0.010526316,0.000110803,1.16635E-06,1.22774E-08,0.102597835,0.219158742,0.048030554,1444,54872,2085136,6.164414003,3.361975407,11.30287864,0.026315789,0.000692521,1.82242E-05,4.79585E-07,0.162221421,0.297444175,0.088473037,3249,185193,10556001,7.549834435,3.848501131,14.81096096,0.01754386,0.000307787,5.39977E-06,9.47328E-08,0.132453236,0.25984142,0.067517564,0
8.6049644,95,39,56,9025,857375,81450625,9.746794345,4.562902635,20.82008046,0.010526316,0.000110803,1.16635E-06,1.22774E-08,0.102597835,0.219158742,0.048030554,1521,59319,2313441,6.244997998,3.391211443,11.50031505,0.025641026,0.000657462,1.6858E-05,4.32257E-07,0.160128154,0.294879873,0.08695414,3136,175616,9834496,7.483314774,3.825862366,14.63722284,0.017857143,0.000318878,5.69424E-06,1.01683E-07,0.133630621,0.261378979,0.068318971,0
8.6435924,95,40,55,9025,857375,81450625,9.746794345,4.562902635,20.82008046,0.010526316,0.000110803,1.16635E-06,1.22774E-08,0.102597835,0.219158742,0.048030554,1600,64000,2560000,6.32455532,3.419951893,11.69607095,0.025,0.000625,0.000015625,3.90625E-07,0.158113883,0.292401774,0.085498797,3025,166375,9150625,7.416198487,3.802952461,14.46244742,0.018181818,0.000330579,6.01052E-06,1.09282E-07,0.134839972,0.262953589,0.06914459,0
8.6472133,95,41,54,9025,857375,81450625,9.746794345,4.562902635,20.82008046,0.010526316,0.000110803,1.16635E-06,1.22774E-08,0.102597835,0.219158742,0.048030554,1681,68921,2825761,6.403124237,3.44821724,11.89020214,0.024390244,0.000594884,1.45094E-05,3.53887E-07,0.156173762,0.29000493,0.08410286,2916,157464,8503056,7.348469228,3.77976315,14.28660947,0.018518519,0.000342936,6.35066E-06,1.17605E-07,0.136082763,0.264566842,0.069995614,0
8.6487212,95,42,53,9025,857375,81450625,9.746794345,4.562902635,20.82008046,0.010526316,0.000110803,1.16635E-06,1.22774E-08,0.102597835,0.219158742,0.048030554,1764,74088,3111696,6.480740698,3.476026645,12.08276124,0.023809524,0.000566893,1.34975E-05,3.21368E-07,0.15430335,0.287684791,0.082762539,2809,148877,7890481,7.280109889,3.756285754,14.10968267,0.018867925,0.000355999,6.71695E-06,1.26735E-07,0.137360564,0.266220428,0.070873316,0
8.6226911,95,43,52,9025,857375,81450625,9.746794345,4.562902635,20.82008046,0.010526316,0.000110803,1.16635E-06,1.22774E-08,0.102597835,0.219158742,0.048030554,1849,79507,3418801,6.557438524,3.50339806,12.27379797,0.023255814,0.000540833,1.25775E-05,2.925E-07,0.15249857,0.285437162,0.081474373,2704,140608,7311616,7.211102551,3.732511157,13.93163954,0.019230769,0.000369822,7.11197E-06,1.36769E-07,0.138675049,0.267916145,0.071779061,0
8.5874706,95,44,51,9025,857375,81450625,9.746794345,4.562902635,20.82008046,0.010526316,0.000110803,1.16635E-06,1.22774E-08,0.102597835,0.219158742,0.048030554,1936,85184,3748096,6.633249581,3.530348335,12.46335937,0.022727273,0.000516529,1.17393E-05,2.66802E-07,0.150755672,0.283258167,0.080235189,2601,132651,6765201,7.141428429,3.708429769,13.75245135,0.019607843,0.000384468,7.53858E-06,1.47815E-07,0.140028008,0.269655909,0.072714309,0
8.5253707,95,45,50,9025,857375,81450625,9.746794345,4.562902635,20.82008046,0.010526316,0.000110803,1.16635E-06,1.22774E-08,0.102597835,0.219158742,0.048030554,2025,91125,4100625,6.708203932,3.556893304,12.65148998,0.022222222,0.000493827,1.09739E-05,2.43865E-07,0.149071198,0.281144222,0.079042073,2500,125000,6250000,7.071067812,3.684031499,13.57208808,0.02,0.0004,0.000008,0.00000016,0.141421356,0.271441762,0.07368063,0
8.4289807,95,46,49,9025,857375,81450625,9.746794345,4.562902635,20.82008046,0.010526316,0.000110803,1.16635E-06,1.22774E-08,0.102597835,0.219158742,0.048030554,2116,97336,4477456,6.782329983,3.583047871,12.83823205,0.02173913,0.00047259,1.02737E-05,2.23341E-07,0.147441956,0.279092001,0.077892345,2401,117649,5764801,7,3.65930571,13.39051828,0.020408163,0.000416493,8.49986E-06,1.73467E-07,0.142857143,0.273275883,0.074679708,0
8.3308721,96,36,60,9216,884736,84934656,9.797958971,4.57885697,20.96593115,0.010416667,0.000108507,1.13028E-06,1.17738E-08,0.102062073,0.218395116,0.047696427,1296,46656,1679616,6,3.301927249,10.90272356,0.027777778,0.000771605,2.14335E-05,5.95374E-07,0.166666667,0.302853432,0.091720201,3600,216000,12960000,7.745966692,3.914867641,15.32618865,0.016666667,0.000277778,4.62963E-06,7.71605E-08,0.129099445,0.255436477,0.065247794,1
8.4088963,96,37,59,9216,884736,84934656,9.797958971,4.57885697,20.96593115,0.010416667,0.000108507,1.13028E-06,1.17738E-08,0.102062073,0.218395116,0.047696427,1369,50653,1874161,6.08276253,3.332221852,11.10370247,0.027027027,0.00073046,1.97422E-05,5.33572E-07,0.164398987,0.300100067,0.09006005,3481,205379,12117361,7.681145748,3.892996416,15.15542109,0.016949153,0.000287274,4.86905E-06,8.25262E-08,0.130188911,0.256871544,0.06598299,-1
8.5212041,96,38,58,9216,884736,84934656,9.797958971,4.57885697,20.96593115,0.010416667,0.000108507,1.13028E-06,1.17738E-08,0.102062073,0.218395116,0.047696427,1444,54872,2085136,6.164414003,3.361975407,11.30287864,0.026315789,0.000692521,1.82242E-05,4.79585E-07,0.162221421,0.297444175,0.088473037,3364,195112,11316496,7.615773106,3.870876641,14.98368597,0.017241379,0.000297265,5.12526E-06,8.83666E-08,0.131306433,0.258339413,0.066739252,1
8.5694269,96,39,57,9216,884736,84934656,9.797958971,4.57885697,20.96593115,0.010416667,0.000108507,1.13028E-06,1.17738E-08,0.102062073,0.218395116,0.047696427,1521,59319,2313441,6.244997998,3.391211443,11.50031505,0.025641026,0.000657462,1.6858E-05,4.32257E-07,0.160128154,0.294879873,0.08695414,3249,185193,10556001,7.549834435,3.848501131,14.81096096,0.01754386,0.000307787,5.39977E-06,9.47328E-08,0.132453236,0.25984142,0.067517564,-1
8.6353283,96,40,56,9216,884736,84934656,9.797958971,4.57885697,20.96593115,0.010416667,0.000108507,1.13028E-06,1.17738E-08,0.102062073,0.218395116,0.047696427,1600,64000,2560000,6.32455532,3.419951893,11.69607095,0.025,0.000625,0.000015625,3.90625E-07,0.158113883,0.292401774,0.085498797,3136,175616,9834496,7.483314774,3.825862366,14.63722284,0.017857143,0.000318878,5.69424E-06,1.01683E-07,0.133630621,0.261378979,0.068318971,1
8.6288868,96,41,55,9216,884736,84934656,9.797958971,4.57885697,20.96593115,0.010416667,0.000108507,1.13028E-06,1.17738E-08,0.102062073,0.218395116,0.047696427,1681,68921,2825761,6.403124237,3.44821724,11.89020214,0.024390244,0.000594884,1.45094E-05,3.53887E-07,0.156173762,0.29000493,0.08410286,3025,166375,9150625,7.416198487,3.802952461,14.46244742,0.018181818,0.000330579,6.01052E-06,1.09282E-07,0.134839972,0.262953589,0.06914459,-1
8.653988,96,42,54,9216,884736,84934656,9.797958971,4.57885697,20.96593115,0.010416667,0.000108507,1.13028E-06,1.17738E-08,0.102062073,0.218395116,0.047696427,1764,74088,3111696,6.480740698,3.476026645,12.08276124,0.023809524,0.000566893,1.34975E-05,3.21368E-07,0.15430335,0.287684791,0.082762539,2916,157464,8503056,7.348469228,3.77976315,14.28660947,0.018518519,0.000342936,6.35066E-06,1.17605E-07,0.136082763,0.264566842,0.069995614,1
8.6148673,96,43,53,9216,884736,84934656,9.797958971,4.57885697,20.96593115,0.010416667,0.000108507,1.13028E-06,1.17738E-08,0.102062073,0.218395116,0.047696427,1849,79507,3418801,6.557438524,3.50339806,12.27379797,0.023255814,0.000540833,1.25775E-05,2.925E-07,0.15249857,0.285437162,0.081474373,2809,148877,7890481,7.280109889,3.756285754,14.10968267,0.018867925,0.000355999,6.71695E-06,1.26735E-07,0.137360564,0.266220428,0.070873316,-1
8.609413,96,44,52,9216,884736,84934656,9.797958971,4.57885697,20.96593115,0.010416667,0.000108507,1.13028E-06,1.17738E-08,0.102062073,0.218395116,0.047696427,1936,85184,3748096,6.633249581,3.530348335,12.46335937,0.022727273,0.000516529,1.17393E-05,2.66802E-07,0.150755672,0.283258167,0.080235189,2704,140608,7311616,7.211102551,3.732511157,13.93163954,0.019230769,0.000369822,7.11197E-06,1.36769E-07,0.138675049,0.267916145,0.071779061,1
8.5346735,96,45,51,9216,884736,84934656,9.797958971,4.57885697,20.96593115,0.010416667,0.000108507,1.13028E-06,1.17738E-08,0.102062073,0.218395116,0.047696427,2025,91125,4100625,6.708203932,3.556893304,12.65148998,0.022222222,0.000493827,1.09739E-05,2.43865E-07,0.149071198,0.281144222,0.079042073,2601,132651,6765201,7.141428429,3.708429769,13.75245135,0.019607843,0.000384468,7.53858E-06,1.47815E-07,0.140028008,0.269655909,0.072714309,-1
8.4900207,96,46,50,9216,884736,84934656,9.797958971,4.57885697,20.96593115,0.010416667,0.000108507,1.13028E-06,1.17738E-08,0.102062073,0.218395116,0.047696427,2116,97336,4477456,6.782329983,3.583047871,12.83823205,0.02173913,0.00047259,1.02737E-05,2.23341E-07,0.147441956,0.279092001,0.077892345,2500,125000,6250000,7.071067812,3.684031499,13.57208808,0.02,0.0004,0.000008,0.00000016,0.141421356,0.271441762,0.07368063,1
8.3602903,96,47,49,9216,884736,84934656,9.797958971,4.57885697,20.96593115,0.010416667,0.000108507,1.13028E-06,1.17738E-08,0.102062073,0.218395116,0.047696427,2209,103823,4879681,6.8556546,3.60882608,13.02362568,0.021276596,0.000452694,9.63178E-06,2.04931E-07,0.145864991,0.277098419,0.076783534,2401,117649,5764801,7,3.65930571,13.39051828,0.020408163,0.000416493,8.49986E-06,1.73467E-07,0.142857143,0.273275883,0.074679708,-1
8.2698645,97,36,61,9409,912673,88529281,9.848857802,4.594700892,21.11127629,0.010309278,0.000106281,1.09568E-06,1.12957E-08,0.101534617,0.217642024,0.04736805,1296,46656,1679616,6,3.301927249,10.90272356,0.027777778,0.000771605,2.14335E-05,5.95374E-07,0.166666667,0.302853432,0.091720201,3721,226981,13845841,7.810249676,3.936497183,15.49601007,0.016393443,0.000268745,4.40566E-06,7.22239E-08,0.12803688,0.254032952,0.064532741,0
8.3761872,97,37,60,9409,912673,88529281,9.848857802,4.594700892,21.11127629,0.010309278,0.000106281,1.09568E-06,1.12957E-08,0.101534617,0.217642024,0.04736805,1369,50653,1874161,6.08276253,3.332221852,11.10370247,0.027027027,0.00073046,1.97422E-05,5.33572E-07,0.164398987,0.300100067,0.09006005,3600,216000,12960000,7.745966692,3.914867641,15.32618865,0.016666667,0.000277778,4.62963E-06,7.71605E-08,0.129099445,0.255436477,0.065247794,0
8.4718489,97,38,59,9409,912673,88529281,9.848857802,4.594700892,21.11127629,0.010309278,0.000106281,1.09568E-06,1.12957E-08,0.101534617,0.217642024,0.04736805,1444,54872,2085136,6.164414003,3.361975407,11.30287864,0.026315789,0.000692521,1.82242E-05,4.79585E-07,0.162221421,0.297444175,0.088473037,3481,205379,12117361,7.681145748,3.892996416,15.15542109,0.016949153,0.000287274,4.86905E-06,8.25262E-08,0.130188911,0.256871544,0.06598299,0
8.5414616,97,39,58,9409,912673,88529281,9.848857802,4.594700892,21.11127629,0.010309278,0.000106281,1.09568E-06,1.12957E-08,0.101534617,0.217642024,0.04736805,1521,59319,2313441,6.244997998,3.391211443,11.50031505,0.025641026,0.000657462,1.6858E-05,4.32257E-07,0.160128154,0.294879873,0.08695414,3364,195112,11316496,7.615773106,3.870876641,14.98368597,0.017241379,0.000297265,5.12526E-06,8.83666E-08,0.131306433,0.258339413,0.066739252,0
8.6037182,97,40,57,9409,912673,88529281,9.848857802,4.594700892,21.11127629,0.010309278,0.000106281,1.09568E-06,1.12957E-08,0.101534617,0.217642024,0.04736805,1600,64000,2560000,6.32455532,3.419951893,11.69607095,0.025,0.000625,0.000015625,3.90625E-07,0.158113883,0.292401774,0.085498797,3249,185193,10556001,7.549834435,3.848501131,14.81096096,0.01754386,0.000307787,5.39977E-06,9.47328E-08,0.132453236,0.25984142,0.067517564,0
8.6231384,97,41,56,9409,912673,88529281,9.848857802,4.594700892,21.11127629,0.010309278,0.000106281,1.09568E-06,1.12957E-08,0.101534617,0.217642024,0.04736805,1681,68921,2825761,6.403124237,3.44821724,11.89020214,0.024390244,0.000594884,1.45094E-05,3.53887E-07,0.156173762,0.29000493,0.08410286,3136,175616,9834496,7.483314774,3.825862366,14.63722284,0.017857143,0.000318878,5.69424E-06,1.01683E-07,0.133630621,0.261378979,0.068318971,0
8.6350926,97,42,55,9409,912673,88529281,9.848857802,4.594700892,21.11127629,0.010309278,0.000106281,1.09568E-06,1.12957E-08,0.101534617,0.217642024,0.04736805,1764,74088,3111696,6.480740698,3.476026645,12.08276124,0.023809524,0.000566893,1.34975E-05,3.21368E-07,0.15430335,0.287684791,0.082762539,3025,166375,9150625,7.416198487,3.802952461,14.46244742,0.018181818,0.000330579,6.01052E-06,1.09282E-07,0.134839972,0.262953589,0.06914459,0
8.6237254,97,43,54,9409,912673,88529281,9.848857802,4.594700892,21.11127629,0.010309278,0.000106281,1.09568E-06,1.12957E-08,0.101534617,0.217642024,0.04736805,1849,79507,3418801,6.557438524,3.50339806,12.27379797,0.023255814,0.000540833,1.25775E-05,2.925E-07,0.15249857,0.285437162,0.081474373,2916,157464,8503056,7.348469228,3.77976315,14.28660947,0.018518519,0.000342936,6.35066E-06,1.17605E-07,0.136082763,0.264566842,0.069995614,0
8.6042799,97,44,53,9409,912673,88529281,9.848857802,4.594700892,21.11127629,0.010309278,0.000106281,1.09568E-06,1.12957E-08,0.101534617,0.217642024,0.04736805,1936,85184,3748096,6.633249581,3.530348335,12.46335937,0.022727273,0.000516529,1.17393E-05,2.66802E-07,0.150755672,0.283258167,0.080235189,2809,148877,7890481,7.280109889,3.756285754,14.10968267,0.018867925,0.000355999,6.71695E-06,1.26735E-07,0.137360564,0.266220428,0.070873316,0
8.5598949,97,45,52,9409,912673,88529281,9.848857802,4.594700892,21.11127629,0.010309278,0.000106281,1.09568E-06,1.12957E-08,0.101534617,0.217642024,0.04736805,2025,91125,4100625,6.708203932,3.556893304,12.65148998,0.022222222,0.000493827,1.09739E-05,2.43865E-07,0.149071198,0.281144222,0.079042073,2704,140608,7311616,7.211102551,3.732511157,13.93163954,0.019230769,0.000369822,7.11197E-06,1.36769E-07,0.138675049,0.267916145,0.071779061,0
8.5024303,97,46,51,9409,912673,88529281,9.848857802,4.594700892,21.11127629,0.010309278,0.000106281,1.09568E-06,1.12957E-08,0.101534617,0.217642024,0.04736805,2116,97336,4477456,6.782329983,3.583047871,12.83823205,0.02173913,0.00047259,1.02737E-05,2.23341E-07,0.147441956,0.279092001,0.077892345,2601,132651,6765201,7.141428429,3.708429769,13.75245135,0.019607843,0.000384468,7.53858E-06,1.47815E-07,0.140028008,0.269655909,0.072714309,0
8.4232121,97,47,50,9409,912673,88529281,9.848857802,4.594700892,21.11127629,0.010309278,0.000106281,1.09568E-06,1.12957E-08,0.101534617,0.217642024,0.04736805,2209,103823,4879681,6.8556546,3.60882608,13.02362568,0.021276596,0.000452694,9.63178E-06,2.04931E-07,0.145864991,0.277098419,0.076783534,2500,125000,6250000,7.071067812,3.684031499,13.57208808,0.02,0.0004,0.000008,0.00000016,0.141421356,0.271441762,0.07368063,0
8.3103013,97,48,49,9409,912673,88529281,9.848857802,4.594700892,21.11127629,0.010309278,0.000106281,1.09568E-06,1.12957E-08,0.101534617,0.217642024,0.04736805,2304,110592,5308416,6.92820323,3.634241186,13.207709,0.020833333,0.000434028,9.04225E-06,1.8838E-07,0.144337567,0.275160604,0.075713358,2401,117649,5764801,7,3.65930571,13.39051828,0.020408163,0.000416493,8.49986E-06,1.73467E-07,0.142857143,0.273275883,0.074679708,0
8.3307294,98,37,61,9604,941192,92236816,9.899494937,4.610436292,21.2561228,0.010204082,0.000104123,1.06248E-06,1.08417E-08,0.101015254,0.216899212,0.047045268,1369,50653,1874161,6.08276253,3.332221852,11.10370247,0.027027027,0.00073046,1.97422E-05,5.33572E-07,0.164398987,0.300100067,0.09006005,3721,226981,13845841,7.810249676,3.936497183,15.49601007,0.016393443,0.000268745,4.40566E-06,7.22239E-08,0.12803688,0.254032952,0.064532741,-1
8.4457385,98,38,60,9604,941192,92236816,9.899494937,4.610436292,21.2561228,0.010204082,0.000104123,1.06248E-06,1.08417E-08,0.101015254,0.216899212,0.047045268,1444,54872,2085136,6.164414003,3.361975407,11.30287864,0.026315789,0.000692521,1.82242E-05,4.79585E-07,0.162221421,0.297444175,0.088473037,3600,216000,12960000,7.745966692,3.914867641,15.32618865,0.016666667,0.000277778,4.62963E-06,7.71605E-08,0.129099445,0.255436477,0.065247794,1
8.4976162,98,39,59,9604,941192,92236816,9.899494937,4.610436292,21.2561228,0.010204082,0.000104123,1.06248E-06,1.08417E-08,0.101015254,0.216899212,0.047045268,1521,59319,2313441,6.244997998,3.391211443,11.50031505,0.025641026,0.000657462,1.6858E-05,4.32257E-07,0.160128154,0.294879873,0.08695414,3481,205379,12117361,7.681145748,3.892996416,15.15542109,0.016949153,0.000287274,4.86905E-06,8.25262E-08,0.130188911,0.256871544,0.06598299,-1
8.5813984,98,40,58,9604,941192,92236816,9.899494937,4.610436292,21.2561228,0.010204082,0.000104123,1.06248E-06,1.08417E-08,0.101015254,0.216899212,0.047045268,1600,64000,2560000,6.32455532,3.419951893,11.69607095,0.025,0.000625,0.000015625,3.90625E-07,0.158113883,0.292401774,0.085498797,3364,195112,11316496,7.615773106,3.870876641,14.98368597,0.017241379,0.000297265,5.12526E-06,8.83666E-08,0.131306433,0.258339413,0.066739252,1
8.5963016,98,41,57,9604,941192,92236816,9.899494937,4.610436292,21.2561228,0.010204082,0.000104123,1.06248E-06,1.08417E-08,0.101015254,0.216899212,0.047045268,1681,68921,2825761,6.403124237,3.44821724,11.89020214,0.024390244,0.000594884,1.45094E-05,3.53887E-07,0.156173762,0.29000493,0.08410286,3249,185193,10556001,7.549834435,3.848501131,14.81096096,0.01754386,0.000307787,5.39977E-06,9.47328E-08,0.132453236,0.25984142,0.067517564,-1
8.6351691,98,42,56,9604,941192,92236816,9.899494937,4.610436292,21.2561228,0.010204082,0.000104123,1.06248E-06,1.08417E-08,0.101015254,0.216899212,0.047045268,1764,74088,3111696,6.480740698,3.476026645,12.08276124,0.023809524,0.000566893,1.34975E-05,3.21368E-07,0.15430335,0.287684791,0.082762539,3136,175616,9834496,7.483314774,3.825862366,14.63722284,0.017857143,0.000318878,5.69424E-06,1.01683E-07,0.133630621,0.261378979,0.068318971,1
8.6100047,98,43,55,9604,941192,92236816,9.899494937,4.610436292,21.2561228,0.010204082,0.000104123,1.06248E-06,1.08417E-08,0.101015254,0.216899212,0.047045268,1849,79507,3418801,6.557438524,3.50339806,12.27379797,0.023255814,0.000540833,1.25775E-05,2.925E-07,0.15249857,0.285437162,0.081474373,3025,166375,9150625,7.416198487,3.802952461,14.46244742,0.018181818,0.000330579,6.01052E-06,1.09282E-07,0.134839972,0.262953589,0.06914459,-1
8.620314,98,44,54,9604,941192,92236816,9.899494937,4.610436292,21.2561228,0.010204082,0.000104123,1.06248E-06,1.08417E-08,0.101015254,0.216899212,0.047045268,1936,85184,3748096,6.633249581,3.530348335,12.46335937,0.022727273,0.000516529,1.17393E-05,2.66802E-07,0.150755672,0.283258167,0.080235189,2916,157464,8503056,7.348469228,3.77976315,14.28660947,0.018518519,0.000342936,6.35066E-06,1.17605E-07,0.136082763,0.264566842,0.069995614,1
8.5608038,98,45,53,9604,941192,92236816,9.899494937,4.610436292,21.2561228,0.010204082,0.000104123,1.06248E-06,1.08417E-08,0.101015254,0.216899212,0.047045268,2025,91125,4100625,6.708203932,3.556893304,12.65148998,0.022222222,0.000493827,1.09739E-05,2.43865E-07,0.149071198,0.281144222,0.079042073,2809,148877,7890481,7.280109889,3.756285754,14.10968267,0.018867925,0.000355999,6.71695E-06,1.26735E-07,0.137360564,0.266220428,0.070873316,-1
8.5338999,98,46,52,9604,941192,92236816,9.899494937,4.610436292,21.2561228,0.010204082,0.000104123,1.06248E-06,1.08417E-08,0.101015254,0.216899212,0.047045268,2116,97336,4477456,6.782329983,3.583047871,12.83823205,0.02173913,0.00047259,1.02737E-05,2.23341E-07,0.147441956,0.279092001,0.077892345,2704,140608,7311616,7.211102551,3.732511157,13.93163954,0.019230769,0.000369822,7.11197E-06,1.36769E-07,0.138675049,0.267916145,0.071779061,1
8.4416866,98,47,51,9604,941192,92236816,9.899494937,4.610436292,21.2561228,0.010204082,0.000104123,1.06248E-06,1.08417E-08,0.101015254,0.216899212,0.047045268,2209,103823,4879681,6.8556546,3.60882608,13.02362568,0.021276596,0.000452694,9.63178E-06,2.04931E-07,0.145864991,0.277098419,0.076783534,2601,132651,6765201,7.141428429,3.708429769,13.75245135,0.019607843,0.000384468,7.53858E-06,1.47815E-07,0.140028008,0.269655909,0.072714309,-1
8.3782953,98,48,50,9604,941192,92236816,9.899494937,4.610436292,21.2561228,0.010204082,0.000104123,1.06248E-06,1.08417E-08,0.101015254,0.216899212,0.047045268,2304,110592,5308416,6.92820323,3.634241186,13.207709,0.020833333,0.000434028,9.04225E-06,1.8838E-07,0.144337567,0.275160604,0.075713358,2500,125000,6250000,7.071067812,3.684031499,13.57208808,0.02,0.0004,0.000008,0.00000016,0.141421356,0.271441762,0.07368063,1
8.295301,99,37,62,9801,970299,96059601,9.949874371,4.626065009,21.40047747,0.01010101,0.00010203,1.03061E-06,1.04102E-08,0.100503782,0.216166439,0.046727929,1369,50653,1874161,6.08276253,3.332221852,11.10370247,0.027027027,0.00073046,1.97422E-05,5.33572E-07,0.164398987,0.300100067,0.09006005,3844,238328,14776336,7.874007874,3.95789161,15.66490599,0.016129032,0.000260146,4.1959E-06,6.76758E-08,0.127000127,0.252659774,0.063836961,0
8.4025235,99,38,61,9801,970299,96059601,9.949874371,4.626065009,21.40047747,0.01010101,0.00010203,1.03061E-06,1.04102E-08,0.100503782,0.216166439,0.046727929,1444,54872,2085136,6.164414003,3.361975407,11.30287864,0.026315789,0.000692521,1.82242E-05,4.79585E-07,0.162221421,0.297444175,0.088473037,3721,226981,13845841,7.810249676,3.936497183,15.49601007,0.016393443,0.000268745,4.40566E-06,7.22239E-08,0.12803688,0.254032952,0.064532741,0
8.4766938,99,39,60,9801,970299,96059601,9.949874371,4.626065009,21.40047747,0.01010101,0.00010203,1.03061E-06,1.04102E-08,0.100503782,0.216166439,0.046727929,1521,59319,2313441,6.244997998,3.391211443,11.50031505,0.025641026,0.000657462,1.6858E-05,4.32257E-07,0.160128154,0.294879873,0.08695414,3600,216000,12960000,7.745966692,3.914867641,15.32618865,0.016666667,0.000277778,4.62963E-06,7.71605E-08,0.129099445,0.255436477,0.065247794,0
8.539225,99,40,59,9801,970299,96059601,9.949874371,4.626065009,21.40047747,0.01010101,0.00010203,1.03061E-06,1.04102E-08,0.100503782,0.216166439,0.046727929,1600,64000,2560000,6.32455532,3.419951893,11.69607095,0.025,0.000625,0.000015625,3.90625E-07,0.158113883,0.292401774,0.085498797,3481,205379,12117361,7.681145748,3.892996416,15.15542109,0.016949153,0.000287274,4.86905E-06,8.25262E-08,0.130188911,0.256871544,0.06598299,0
8.5789859,99,41,58,9801,970299,96059601,9.949874371,4.626065009,21.40047747,0.01010101,0.00010203,1.03061E-06,1.04102E-08,0.100503782,0.216166439,0.046727929,1681,68921,2825761,6.403124237,3.44821724,11.89020214,0.024390244,0.000594884,1.45094E-05,3.53887E-07,0.156173762,0.29000493,0.08410286,3364,195112,11316496,7.615773106,3.870876641,14.98368597,0.017241379,0.000297265,5.12526E-06,8.83666E-08,0.131306433,0.258339413,0.066739252,0
8.6077982,99,42,57,9801,970299,96059601,9.949874371,4.626065009,21.40047747,0.01010101,0.00010203,1.03061E-06,1.04102E-08,0.100503782,0.216166439,0.046727929,1764,74088,3111696,6.480740698,3.476026645,12.08276124,0.023809524,0.000566893,1.34975E-05,3.21368E-07,0.15430335,0.287684791,0.082762539,3249,185193,10556001,7.549834435,3.848501131,14.81096096,0.01754386,0.000307787,5.39977E-06,9.47328E-08,0.132453236,0.25984142,0.067517564,0
8.6136105,99,43,56,9801,970299,96059601,9.949874371,4.626065009,21.40047747,0.01010101,0.00010203,1.03061E-06,1.04102E-08,0.100503782,0.216166439,0.046727929,1849,79507,3418801,6.557438524,3.50339806,12.27379797,0.023255814,0.000540833,1.25775E-05,2.925E-07,0.15249857,0.285437162,0.081474373,3136,175616,9834496,7.483314774,3.825862366,14.63722284,0.017857143,0.000318878,5.69424E-06,1.01683E-07,0.133630621,0.261378979,0.068318971,0
8.6087132,99,44,55,9801,970299,96059601,9.949874371,4.626065009,21.40047747,0.01010101,0.00010203,1.03061E-06,1.04102E-08,0.100503782,0.216166439,0.046727929,1936,85184,3748096,6.633249581,3.530348335,12.46335937,0.022727273,0.000516529,1.17393E-05,2.66802E-07,0.150755672,0.283258167,0.080235189,3025,166375,9150625,7.416198487,3.802952461,14.46244742,0.018181818,0.000330579,6.01052E-06,1.09282E-07,0.134839972,0.262953589,0.06914459,0
8.5801959,99,45,54,9801,970299,96059601,9.949874371,4.626065009,21.40047747,0.01010101,0.00010203,1.03061E-06,1.04102E-08,0.100503782,0.216166439,0.046727929,2025,91125,4100625,6.708203932,3.556893304,12.65148998,0.022222222,0.000493827,1.09739E-05,2.43865E-07,0.149071198,0.281144222,0.079042073,2916,157464,8503056,7.348469228,3.77976315,14.28660947,0.018518519,0.000342936,6.35066E-06,1.17605E-07,0.136082763,0.264566842,0.069995614,0
8.5379332,99,46,53,9801,970299,96059601,9.949874371,4.626065009,21.40047747,0.01010101,0.00010203,1.03061E-06,1.04102E-08,0.100503782,0.216166439,0.046727929,2116,97336,4477456,6.782329983,3.583047871,12.83823205,0.02173913,0.00047259,1.02737E-05,2.23341E-07,0.147441956,0.279092001,0.077892345,2809,148877,7890481,7.280109889,3.756285754,14.10968267,0.018867925,0.000355999,6.71695E-06,1.26735E-07,0.137360564,0.266220428,0.070873316,0
8.4747744,99,47,52,9801,970299,96059601,9.949874371,4.626065009,21.40047747,0.01010101,0.00010203,1.03061E-06,1.04102E-08,0.100503782,0.216166439,0.046727929,2209,103823,4879681,6.8556546,3.60882608,13.02362568,0.021276596,0.000452694,9.63178E-06,2.04931E-07,0.145864991,0.277098419,0.076783534,2704,140608,7311616,7.211102551,3.732511157,13.93163954,0.019230769,0.000369822,7.11197E-06,1.36769E-07,0.138675049,0.267916145,0.071779061,0
