y,Z,A,N,parity ,Z^2,Z^3,Z^4,Z^(1/2),Z^(3/2),Z^(5/2),Z^(-1),Z^(-2),Z^(-3),Z^(-4),Z^(-1/2),Z^(-3/2),Z^(-5/2),A^2,A^3,A^4,A^(1/2),A^(3/2),A^(5/2),A^(-1),A^(-2),A^(-3),A^(-4),A^(-1/2),A^(-3/2),A^(-5/2),N^2,N^3,N^4,N^(1/2),N^(3/2),N^(5/2),N^(-1),N^(-2),N^(-3),N^(-4),N^(-1/2),N^(-3/2),N^(-5/2)
8.6487212,42,95,53,1,1764,74088,3111696,6.480740698,272.1911093,11432.02659,0.023809524,0.000566893,1.34975E-05,3.21368E-07,0.15430335,0.003673889,8.74736E-05,9025,857375,81450625,9.746794345,925.9454628,87964.81896,0.010526316,0.000110803,1.16635E-06,1.22774E-08,0.102597835,0.001079977,1.13682E-05,2809,148877,7890481,7.280109889,385.8458241,20449.82868,0.018867925,0.000355999,6.71695E-06,1.26735E-07,0.137360564,0.002591709,4.89002E-05
8.6193593,44,100,56,0,1936,85184,3748096,6.633249581,291.8629816,12841.97119,0.022727273,0.000516529,1.17393E-05,2.66802E-07,0.150755672,0.003426265,7.78697E-05,10000,1000000,100000000,10,1000,100000,0.01,0.0001,0.000001,0.00000001,0.1,0.001,1E-05,3136,175616,9834496,7.483314774,419.0656273,23467.67513,0.017857143,0.000318878,5.69424E-06,1.01683E-07,0.133630621,0.002386261,4.26118E-05
8.601366,44,101,57,1,1936,85184,3748096,6.633249581,291.8629816,12841.97119,0.022727273,0.000516529,1.17393E-05,2.66802E-07,0.150755672,0.003426265,7.78697E-05,10201,1030301,104060401,10.04987562,1015.037438,102518.7812,0.00990099,9.80296E-05,9.7059E-07,9.6098E-09,0.099503719,0.000985185,9.75431E-06,3249,185193,10556001,7.549834435,430.3405628,24529.41208,0.01754386,0.000307787,5.39977E-06,9.47328E-08,0.132453236,0.002323741,4.07674E-05
8.5841927,45,103,58,0,2025,91125,4100625,6.708203932,301.869177,13584.11296,0.022222222,0.000493827,1.09739E-05,2.43865E-07,0.149071198,0.003312693,7.36154E-05,10609,1092727,112550881,10.14889157,1045.335831,107669.5906,0.009708738,9.42596E-05,9.15142E-07,8.88487E-09,0.098532928,0.00095663,9.28767E-06,3364,195112,11316496,7.615773106,441.7148401,25619.46073,0.017241379,0.000297265,5.12526E-06,8.83666E-08,0.131306433,0.002263904,3.90328E-05
8.5706509,46,105,59,0,2116,97336,4477456,6.782329983,311.9871792,14351.41024,0.02173913,0.00047259,1.02737E-05,2.23341E-07,0.147441956,0.00320526,6.96796E-05,11025,1157625,121550625,10.24695077,1075.92983,112972.6322,0.00952381,9.07029E-05,8.63838E-07,8.22702E-09,0.097590007,0.000929429,8.8517E-06,3481,205379,12117361,7.681145748,453.1875991,26738.06835,0.016949153,0.000287274,4.86905E-06,8.25262E-08,0.130188911,0.002206592,3.73999E-05
8.5799934,46,106,60,0,2116,97336,4477456,6.782329983,311.9871792,14351.41024,0.02173913,0.00047259,1.02737E-05,2.23341E-07,0.147441956,0.00320526,6.96796E-05,11236,1191016,126247696,10.29563014,1091.336795,115681.7003,0.009433962,8.89996E-05,8.39619E-07,7.92094E-09,0.097128586,0.000916307,8.64441E-06,3600,216000,12960000,7.745966692,464.7580015,27885.48009,0.016666667,0.000277778,4.62963E-06,7.71605E-08,0.129099445,0.002151657,3.5861E-05
8.5539012,47,107,60,1,2209,103823,4879681,6.8556546,322.2157662,15144.14101,0.021276596,0.000452694,9.63178E-06,2.04931E-07,0.145864991,0.00310351,6.60321E-05,11449,1225043,131079601,10.34408043,1106.816606,118429.3769,0.009345794,8.73439E-05,8.16298E-07,7.62895E-09,0.096673649,0.000903492,8.44385E-06,3600,216000,12960000,7.745966692,464.7580015,27885.48009,0.016666667,0.000277778,4.62963E-06,7.71605E-08,0.129099445,0.002151657,3.5861E-05
8.5512755,48,110,62,0,2304,110592,5308416,6.92820323,332.5537551,15962.58024,0.020833333,0.000434028,9.04225E-06,1.8838E-07,0.144337567,0.003007033,6.26465E-05,12100,1331000,146410000,10.48808848,1153.689733,126905.8706,0.009090909,8.26446E-05,7.51315E-07,6.83013E-09,0.095346259,0.000866784,7.87986E-06,3844,238328,14776336,7.874007874,488.1884882,30267.68627,0.016129032,0.000260146,4.1959E-06,6.76758E-08,0.127000127,0.002048389,3.30385E-05
8.5370801,48,111,63,1,2304,110592,5308416,6.92820323,332.5537551,15962.58024,0.020833333,0.000434028,9.04225E-06,1.8838E-07,0.144337567,0.003007033,6.26465E-05,12321,1367631,151807041,10.53565375,1169.457567,129809.7899,0.009009009,8.11622E-05,7.31191E-07,6.58731E-09,0.0949158,0.000855097,7.70358E-06,3969,250047,15752961,7.937253933,500.0469978,31502.96086,0.015873016,0.000251953,3.99925E-06,6.34801E-08,0.125988158,0.001999812,3.1743E-05
8.5229297,49,113,64,0,2401,117649,5764801,7,343,16807,0.020408163,0.000416493,8.49986E-06,1.73467E-07,0.142857143,0.002915452,5.9499E-05,12769,1442897,163047361,10.63014581,1201.206477,135736.3319,0.008849558,7.83147E-05,6.9305E-07,6.13319E-09,0.094072087,0.000832496,7.36722E-06,4096,262144,16777216,8,512,32768,0.015625,0.000244141,3.8147E-06,5.96046E-08,0.125,0.001953125,3.05176E-05
8.5140702,50,115,65,0,2500,125000,6250000,7.071067812,353.5533906,17677.66953,0.02,0.0004,0.000008,0.00000016,0.141421356,0.002828427,5.65685E-05,13225,1520875,174900625,10.72380529,1233.237609,141822.325,0.008695652,7.56144E-05,6.57516E-07,5.71753E-09,0.093250481,0.000810874,7.05108E-06,4225,274625,17850625,8.062257748,524.0467536,34063.03899,0.015384615,0.000236686,3.64133E-06,5.60204E-08,0.124034735,0.001908227,2.93573E-05
8.5231166,50,116,66,0,2500,125000,6250000,7.071067812,353.5533906,17677.66953,0.02,0.0004,0.000008,0.00000016,0.141421356,0.002828427,5.65685E-05,13456,1560896,181063936,10.77032961,1249.358235,144925.5553,0.00862069,7.43163E-05,6.40658E-07,5.52291E-09,0.092847669,0.000800411,6.90009E-06,4356,287496,18974736,8.124038405,536.1865347,35388.31129,0.015151515,0.000229568,3.47831E-06,5.27017E-08,0.123091491,0.001865023,2.82579E-05
8.4820574,51,121,70,1,2601,132651,6765201,7.141428429,364.2128499,18574.85534,0.019607843,0.000384468,7.53858E-06,1.47815E-07,0.140028008,0.002745647,5.38362E-05,14641,1771561,214358881,11,1331,161051,0.008264463,6.83013E-05,5.64474E-07,4.66507E-09,0.090909091,0.000751315,6.20921E-06,4900,343000,24010000,8.366600265,585.6620186,40996.3413,0.014285714,0.000204082,2.91545E-06,4.16493E-08,0.119522861,0.001707469,2.43924E-05
8.4781315,52,122,70,0,2704,140608,7311616,7.211102551,374.9773326,19498.8213,0.019230769,0.000369822,7.11197E-06,1.36769E-07,0.138675049,0.002666828,5.12852E-05,14884,1815848,221533456,11.04536102,1347.534044,164399.1534,0.008196721,6.71862E-05,5.50707E-07,4.51399E-09,0.090535746,0.000742096,6.08276E-06,4900,343000,24010000,8.366600265,585.6620186,40996.3413,0.014285714,0.000204082,2.91545E-06,4.16493E-08,0.119522861,0.001707469,2.43924E-05
8.445482,53,127,74,1,2809,148877,7890481,7.280109889,385.8458241,20449.82868,0.018867925,0.000355999,6.71695E-06,1.26735E-07,0.137360564,0.002591709,4.89002E-05,16129,2048383,260144641,11.26942767,1431.217314,181764.5989,0.007874016,6.20001E-05,4.8819E-07,3.84402E-09,0.088735651,0.000698706,5.50162E-06,5476,405224,29986576,8.602325267,636.5720698,47106.33316,0.013513514,0.000182615,2.46777E-06,3.33483E-08,0.116247639,0.001570914,2.12286E-05
8.4435375,54,126,72,0,2916,157464,8503056,7.348469228,396.8173383,21428.13627,0.018518519,0.000342936,6.35066E-06,1.17605E-07,0.136082763,0.002520051,4.66676E-05,15876,2000376,252047376,11.22497216,1414.346492,178207.658,0.007936508,6.29882E-05,4.99906E-07,3.96751E-09,0.089087081,0.00070704,5.61143E-06,5184,373248,26873856,8.485281374,610.9402589,43987.69864,0.013888889,0.000192901,2.67918E-06,3.72109E-08,0.11785113,0.001636821,2.27336E-05
8.4099786,55,133,78,1,3025,166375,9150625,7.416198487,407.8909168,22434.00042,0.018181818,0.000330579,6.01052E-06,1.09282E-07,0.134839972,0.002451636,4.45752E-05,17689,2352637,312900721,11.53256259,1533.830825,203999.4997,0.007518797,5.65323E-05,4.25055E-07,3.1959E-09,0.086710997,0.000651962,4.90197E-06,6084,474552,37015056,8.831760866,688.8773476,53732.43311,0.012820513,0.000164366,2.10725E-06,2.7016E-08,0.113227703,0.001451637,1.86107E-05
8.4081731,56,134,78,0,3136,175616,9834496,7.483314774,419.0656273,23467.67513,0.017857143,0.000318878,5.69424E-06,1.01683E-07,0.133630621,0.002386261,4.26118E-05,17956,2406104,322417936,11.5758369,1551.162145,207855.7274,0.007462687,5.56917E-05,4.1561E-07,3.10156E-09,0.086386843,0.000644678,4.81103E-06,6084,474552,37015056,8.831760866,688.8773476,53732.43311,0.012820513,0.000164366,2.10725E-06,2.7016E-08,0.113227703,0.001451637,1.86107E-05
8.4093747,56,132,76,1,3136,175616,9834496,7.483314774,419.0656273,23467.67513,0.017857143,0.000318878,5.69424E-06,1.01683E-07,0.133630621,0.002386261,4.26118E-05,17424,2299968,303595776,11.48912529,1516.564539,200186.5191,0.007575758,5.73921E-05,4.34789E-07,3.29385E-09,0.087038828,0.000659385,4.99534E-06,5776,438976,33362176,8.717797887,662.5526394,50354.0006,0.013157895,0.00017313,2.27803E-06,2.99741E-08,0.114707867,0.001509314,1.98594E-05
8.3779987,57,139,82,1,3249,185193,10556001,7.549834435,430.3405628,24529.41208,0.01754386,0.000307787,5.39977E-06,9.47328E-08,0.132453236,0.002323741,4.07674E-05,19321,2685619,373301041,11.78982612,1638.785831,227791.2305,0.007194245,5.17572E-05,3.72354E-07,2.6788E-09,0.084818893,0.000610208,4.38998E-06,6724,551368,45212176,9.055385138,742.5415813,60888.40967,0.012195122,0.000148721,1.81367E-06,2.21179E-08,0.110431526,0.001346726,1.64235E-05
8.3750835,57,138,81,-1,3249,185193,10556001,7.549834435,430.3405628,24529.41208,0.01754386,0.000307787,5.39977E-06,9.47328E-08,0.132453236,0.002323741,4.07674E-05,19044,2628072,362673936,11.74734012,1621.132937,223716.3453,0.007246377,5.251E-05,3.80507E-07,2.7573E-09,0.085125653,0.000616853,4.46995E-06,6561,531441,43046721,9,729,59049,0.012345679,0.000152416,1.88168E-06,2.32306E-08,0.111111111,0.001371742,1.69351E-05
8.3770408,58,138,80,0,3364,195112,11316496,7.615773106,441.7148401,25619.46073,0.017241379,0.000297265,5.12526E-06,8.83666E-08,0.131306433,0.002263904,3.90328E-05,19044,2628072,362673936,11.74734012,1621.132937,223716.3453,0.007246377,5.251E-05,3.80507E-07,2.7573E-09,0.085125653,0.000616853,4.46995E-06,6400,512000,40960000,8.94427191,715.5417528,57243.34022,0.0125,0.00015625,1.95313E-06,2.44141E-08,0.111803399,0.001397542,1.74693E-05
8.3539852,59,141,82,1,3481,205379,12117361,7.681145748,453.1875991,26738.06835,0.016949153,0.000287274,4.86905E-06,8.25262E-08,0.130188911,0.002206592,3.73999E-05,19881,2803221,395254161,11.87434209,1674.282234,236073.795,0.007092199,5.02993E-05,3.56732E-07,2.53002E-09,0.084215192,0.000597271,4.23596E-06,6724,551368,45212176,9.055385138,742.5415813,60888.40967,0.012195122,0.000148721,1.81367E-06,2.21179E-08,0.110431526,0.001346726,1.64235E-05
8.3304893,60,143,83,0,3600,216000,12960000,7.745966692,464.7580015,27885.48009,0.016666667,0.000277778,4.62963E-06,7.71605E-08,0.129099445,0.002151657,3.5861E-05,20449,2924207,418161601,11.95826074,1710.031286,244534.4739,0.006993007,4.89021E-05,3.41973E-07,2.39142E-09,0.083624201,0.000584785,4.0894E-06,6889,571787,47458321,9.110433579,756.1659871,62761.77693,0.012048193,0.000145159,1.7489E-06,2.10711E-08,0.10976426,0.001322461,1.59333E-05
8.3269237,60,144,84,0,3600,216000,12960000,7.745966692,464.7580015,27885.48009,0.016666667,0.000277778,4.62963E-06,7.71605E-08,0.129099445,0.002151657,3.5861E-05,20736,2985984,429981696,12,1728,248832,0.006944444,4.82253E-05,3.34898E-07,2.32568E-09,0.083333333,0.000578704,4.01878E-06,7056,592704,49787136,9.16515139,769.8727168,64669.30821,0.011904762,0.000141723,1.68718E-06,2.00855E-08,0.109108945,0.001298916,1.54633E-05
8.2634683,62,149,87,1,3844,238328,14776336,7.874007874,488.1884882,30267.68627,0.016129032,0.000260146,4.1959E-06,6.76758E-08,0.127000127,0.002048389,3.30385E-05,22201,3307949,492884401,12.20655562,1818.776787,270997.7412,0.006711409,4.5043E-05,3.02302E-07,2.02887E-09,0.081923192,0.00054982,3.69007E-06,7569,658503,57289761,9.327379053,811.4819776,70598.93205,0.011494253,0.000132118,1.5186E-06,1.74551E-08,0.107211253,0.001232313,1.41645E-05
8.2616235,62,150,88,0,3844,238328,14776336,7.874007874,488.1884882,30267.68627,0.016129032,0.000260146,4.1959E-06,6.76758E-08,0.127000127,0.002048389,3.30385E-05,22500,3375000,506250000,12.24744871,1837.117307,275567.5961,0.006666667,4.44444E-05,2.96296E-07,1.97531E-09,0.081649658,0.000544331,3.62887E-06,7744,681472,59969536,9.38083152,825.5131737,72645.15929,0.011363636,0.000129132,1.46741E-06,1.66751E-08,0.106600358,0.001211368,1.37655E-05
8.2287011,63,153,90,1,3969,250047,15752961,7.937253933,500.0469978,31502.96086,0.015873016,0.000251953,3.99925E-06,6.34801E-08,0.125988158,0.001999812,3.1743E-05,23409,3581577,547981281,12.36931688,1892.505482,289553.3388,0.006535948,4.27186E-05,2.79207E-07,1.82488E-09,0.080845208,0.0005284,3.4536E-06,8100,729000,65610000,9.486832981,853.8149682,76843.34714,0.011111111,0.000123457,1.37174E-06,1.52416E-08,0.105409255,0.001171214,1.30135E-05
8.2132541,64,155,91,0,4096,262144,16777216,8,512,32768,0.015625,0.000244141,3.8147E-06,5.96046E-08,0.125,0.001953125,3.05176E-05,24025,3723875,577200625,12.4498996,1929.734438,299108.8378,0.006451613,4.16233E-05,2.68537E-07,1.7325E-09,0.080321933,0.000518206,3.34326E-06,8281,753571,68574961,9.539392014,868.0846733,78995.70527,0.010989011,0.000120758,1.32701E-06,1.45826E-08,0.104828484,0.001151961,1.26589E-05
8.2153253,64,156,92,0,4096,262144,16777216,8,512,32768,0.015625,0.000244141,3.8147E-06,5.96046E-08,0.125,0.001953125,3.05176E-05,24336,3796416,592240896,12.489996,1948.439376,303956.5426,0.006410256,4.10914E-05,2.63406E-07,1.6885E-09,0.080064077,0.000513231,3.28994E-06,8464,778688,71639296,9.591663047,882.4330003,81183.83603,0.010869565,0.000118147,1.28421E-06,1.39588E-08,0.104257207,0.001133231,1.23177E-05
8.1888025,65,159,94,1,4225,274625,17850625,8.062257748,524.0467536,34063.03899,0.015384615,0.000236686,3.64133E-06,5.60204E-08,0.124034735,0.001908227,2.93573E-05,25281,4019679,639128961,12.60952021,2004.913714,318781.2805,0.006289308,3.95554E-05,2.48776E-07,1.56463E-09,0.079305159,0.000498775,3.13695E-06,8836,830584,78074896,9.695359715,911.3638132,85668.19844,0.010638298,0.000113173,1.20397E-06,1.28082E-08,0.103142125,0.001097257,1.16729E-05
8.1840526,66,160,94,0,4356,287496,18974736,8.124038405,536.1865347,35388.31129,0.015151515,0.000229568,3.47831E-06,5.27017E-08,0.123091491,0.001865023,2.82579E-05,25600,4096000,655360000,12.64911064,2023.857703,323817.2324,0.00625,3.90625E-05,2.44141E-07,1.52588E-09,0.079056942,0.000494106,3.08816E-06,8836,830584,78074896,9.695359715,911.3638132,85668.19844,0.010638298,0.000113173,1.20397E-06,1.28082E-08,0.103142125,0.001097257,1.16729E-05
8.1733093,66,161,95,1,4356,287496,18974736,8.124038405,536.1865347,35388.31129,0.015151515,0.000229568,3.47831E-06,5.27017E-08,0.123091491,0.001865023,2.82579E-05,25921,4173281,671898241,12.68857754,2042.860984,328900.6184,0.00621118,3.85788E-05,2.3962E-07,1.48832E-09,0.078811041,0.00048951,3.04043E-06,9025,857375,81450625,9.746794345,925.9454628,87964.81896,0.010526316,0.000110803,1.16635E-06,1.22774E-08,0.102597835,0.001079977,1.13682E-05
8.1469591,67,165,98,0,4489,300763,20151121,8.185352772,548.4186357,36744.04859,0.014925373,0.000222767,3.32488E-06,4.9625E-08,0.122169444,0.001823425,2.72153E-05,27225,4492125,741200625,12.84523258,2119.463375,349711.457,0.006060606,3.67309E-05,2.22612E-07,1.34916E-09,0.077849894,0.000471818,2.8595E-06,9604,941192,92236816,9.899494937,970.1505038,95074.74937,0.010204082,0.000104123,1.06248E-06,1.08417E-08,0.101015254,0.001030768,1.0518E-05
8.1317352,68,167,99,0,4624,314432,21381376,8.246211251,560.7423651,38130.48083,0.014705882,0.000216263,3.18034E-06,4.67697E-08,0.121267813,0.00178335,2.62257E-05,27889,4657463,777796321,12.92284798,2158.115613,360405.3074,0.005988024,3.58564E-05,2.14709E-07,1.28568E-09,0.077382323,0.000463367,2.77465E-06,9801,970299,96059601,9.949874371,985.0375627,97518.71871,0.01010101,0.00010203,1.03061E-06,1.04102E-08,0.100503782,0.00101519,1.02544E-05
8.1144702,69,169,100,0,4761,328509,22667121,8.306623863,573.1570465,39547.83621,0.014492754,0.00021004,3.04406E-06,4.41168E-08,0.120385853,0.001744723,2.52858E-05,28561,4826809,815730721,13,2197,371293,0.00591716,3.50128E-05,2.07176E-07,1.22589E-09,0.076923077,0.000455166,2.69329E-06,10000,1000000,100000000,10,1000,100000,0.01,0.0001,0.000001,0.00000001,0.1,0.001,1E-05
8.0874276,70,173,103,0,4900,343000,24010000,8.366600265,585.6620186,40996.3413,0.014285714,0.000204082,2.91545E-06,4.16493E-08,0.119522861,0.001707469,2.43924E-05,29929,5177717,895745041,13.15294644,2275.459734,393654.5339,0.005780347,3.34124E-05,1.93135E-07,1.11639E-09,0.076028592,0.000439472,2.5403E-06,10609,1092727,112550881,10.14889157,1045.335831,107669.5906,0.009708738,9.42596E-05,9.15142E-07,8.88487E-09,0.098532928,0.00095663,9.28767E-06
8.0590209,71,176,105,0,5041,357911,25411681,8.426149773,598.2566339,42476.22101,0.014084507,0.000198373,2.79399E-06,3.9352E-08,0.118678166,0.001671523,2.35426E-05,30976,5451776,959512576,13.26649916,2334.903852,410943.078,0.005681818,3.22831E-05,1.83426E-07,1.0422E-09,0.075377836,0.000428283,2.43343E-06,11025,1157625,121550625,10.24695077,1075.92983,112972.6322,0.00952381,9.07029E-05,8.63838E-07,8.22702E-09,0.097590007,0.000929429,8.8517E-06
8.0385474,72,179,107,-1,5184,373248,26873856,8.485281374,610.9402589,43987.69864,0.013888889,0.000192901,2.67918E-06,3.72109E-08,0.11785113,0.001636821,2.27336E-05,32041,5735339,1026625681,13.37908816,2394.856781,428679.3637,0.005586592,3.121E-05,1.74358E-07,9.74065E-10,0.074743509,0.000417562,2.33275E-06,11449,1225043,131079601,10.34408043,1106.816606,118429.3769,0.009345794,8.73439E-05,8.16298E-07,7.62895E-09,0.096673649,0.000903492,8.44385E-06
8.0349319,72,180,108,0,5184,373248,26873856,8.485281374,610.9402589,43987.69864,0.013888889,0.000192901,2.67918E-06,3.72109E-08,0.11785113,0.001636821,2.27336E-05,32400,5832000,1049760000,13.41640786,2414.953416,434691.6148,0.005555556,3.08642E-05,1.71468E-07,9.52599E-10,0.074535599,0.000414087,2.30048E-06,11664,1259712,136048896,10.39230485,1122.368923,121215.8437,0.009259259,8.57339E-05,7.93832E-07,7.3503E-09,0.096225045,0.000890973,8.24975E-06
8.023405,73,181,108,1,5329,389017,28398241,8.544003745,623.7122734,45530.99596,0.01369863,0.000187652,2.57058E-06,3.52134E-08,0.117041147,0.001603303,2.19631E-05,32761,5929741,1073283121,13.45362405,2435.105953,440754.1774,0.005524862,3.05241E-05,1.68641E-07,9.31721E-10,0.074329415,0.00041066,2.26884E-06,11664,1259712,136048896,10.39230485,1122.368923,121215.8437,0.009259259,8.57339E-05,7.93832E-07,7.3503E-09,0.096225045,0.000890973,8.24975E-06
7.9886026,74,186,112,0,5476,405224,29986576,8.602325267,636.5720698,47106.33316,0.013513514,0.000182615,2.46777E-06,3.33483E-08,0.116247639,0.001570914,2.12286E-05,34596,6434856,1196883216,13.6381817,2536.701796,471826.534,0.005376344,2.89051E-05,1.55404E-07,8.35503E-10,0.073323558,0.000394213,2.11942E-06,12544,1404928,157351936,10.58300524,1185.296587,132753.2178,0.008928571,7.97194E-05,7.1178E-07,6.35518E-09,0.094491118,0.000843671,7.53277E-06
7.9779519,75,187,112,1,5625,421875,31640625,8.660254038,649.5190528,48713.92896,0.013333333,0.000177778,2.37037E-06,3.16049E-08,0.115470054,0.001539601,2.0528E-05,34969,6539203,1222830961,13.67479433,2557.18654,478193.883,0.005347594,2.85968E-05,1.52924E-07,8.17775E-10,0.073127242,0.000391055,2.0912E-06,12544,1404928,157351936,10.58300524,1185.296587,132753.2178,0.008928571,7.97194E-05,7.1178E-07,6.35518E-09,0.094491118,0.000843671,7.53277E-06
7.948526,76,192,116,0,5776,438976,33362176,8.717797887,662.5526394,50354.0006,0.013157895,0.00017313,2.27803E-06,2.99741E-08,0.114707867,0.001509314,1.98594E-05,36864,7077888,1358954496,13.85640646,2660.43004,510802.5678,0.005208333,2.71267E-05,1.41285E-07,7.3586E-10,0.072168784,0.000375879,1.9577E-06,13456,1560896,181063936,10.77032961,1249.358235,144925.5553,0.00862069,7.43163E-05,6.40658E-07,5.52291E-09,0.092847669,0.000800411,6.90009E-06
7.9381346,77,193,116,1,5929,456533,35153041,8.774964387,675.6722578,52026.76385,0.012987013,0.000168663,2.19042E-06,2.8447E-08,0.113960576,0.001480007,1.92209E-05,37249,7189057,1387488001,13.89244399,2681.24169,517479.6462,0.005181347,2.68464E-05,1.391E-07,7.20727E-10,0.071981575,0.000372962,1.93244E-06,13456,1560896,181063936,10.77032961,1249.358235,144925.5553,0.00862069,7.43163E-05,6.40658E-07,5.52291E-09,0.092847669,0.000800411,6.90009E-06
7.9141512,78,198,120,0,6084,474552,37015056,8.831760866,688.8773476,53732.43311,0.012820513,0.000164366,2.10725E-06,2.7016E-08,0.113227703,0.001451637,1.86107E-05,39204,7762392,1536953616,14.07124728,2786.106961,551649.1783,0.005050505,2.55076E-05,1.28826E-07,6.50638E-10,0.071066905,0.000358924,1.81275E-06,14400,1728000,207360000,10.95445115,1314.534138,157744.0966,0.008333333,6.94444E-05,5.78704E-07,4.82253E-09,0.091287093,0.000760726,6.33938E-06
7.9156548,79,197,118,1,6241,493039,38950081,8.888194417,702.167359,55471.22136,0.012658228,0.000160231,2.02824E-06,2.56739E-08,0.11250879,0.001424162,1.80274E-05,38809,7645373,1506138481,14.03566885,2765.026763,544710.2723,0.005076142,2.57672E-05,1.30798E-07,6.6395E-10,0.07124705,0.00036166,1.83584E-06,13924,1643032,193877776,10.86278049,1281.808098,151253.3556,0.008474576,7.18184E-05,6.08631E-07,5.15789E-09,0.092057462,0.000780148,6.61142E-06
7.8855455,80,204,124,0,6400,512000,40960000,8.94427191,715.5417528,57243.34022,0.0125,0.00015625,1.95313E-06,2.44141E-08,0.111803399,0.001397542,1.74693E-05,41616,8489664,1731891456,14.28285686,2913.702799,594395.371,0.004901961,2.40292E-05,1.1779E-07,5.77403E-10,0.070014004,0.000343206,1.68238E-06,15376,1906624,236421376,11.13552873,1380.805562,171219.8897,0.008064516,6.50364E-05,5.24487E-07,4.22974E-09,0.089802651,0.000724215,5.84044E-06
7.8783946,81,205,124,1,6561,531441,43046721,9,729,59049,0.012345679,0.000152416,1.88168E-06,2.32306E-08,0.111111111,0.001371742,1.69351E-05,42025,8615125,1766100625,14.31782106,2935.153318,601706.4302,0.004878049,2.37954E-05,1.16075E-07,5.66219E-10,0.06984303,0.000340698,1.66194E-06,15376,1906624,236421376,11.13552873,1380.805562,171219.8897,0.008064516,6.50364E-05,5.24487E-07,4.22974E-09,0.089802651,0.000724215,5.84044E-06
7.867453,82,208,126,0,6724,551368,45212176,9.055385138,742.5415813,60888.40967,0.012195122,0.000148721,1.81367E-06,2.21179E-08,0.110431526,0.001346726,1.64235E-05,43264,8998912,1871773696,14.4222051,2999.818661,623962.2815,0.004807692,2.31139E-05,1.11125E-07,5.34253E-10,0.069337525,0.000333353,1.60266E-06,15876,2000376,252047376,11.22497216,1414.346492,178207.658,0.007936508,6.29882E-05,4.99906E-07,3.96751E-09,0.089087081,0.00070704,5.61143E-06
7.8479869,83,209,126,1,6889,571787,47458321,9.110433579,756.1659871,62761.77693,0.012048193,0.000145159,1.7489E-06,2.10711E-08,0.10976426,0.001322461,1.59333E-05,43681,9129329,1908029761,14.45683229,3021.47795,631488.8915,0.004784689,2.28932E-05,1.09537E-07,5.24101E-10,0.069171446,0.000330964,1.58356E-06,15876,2000376,252047376,11.22497216,1414.346492,178207.658,0.007936508,6.29882E-05,4.99906E-07,3.96751E-09,0.089087081,0.00070704,5.61143E-06
7.6150338,90,232,142,0,8100,729000,65610000,9.486832981,853.8149682,76843.34714,0.011111111,0.000123457,1.37174E-06,1.52416E-08,0.105409255,0.001171214,1.30135E-05,53824,12487168,2897022976,15.23154621,3533.718721,819822.7433,0.004310345,1.85791E-05,8.00822E-08,3.45182E-10,0.065653216,0.000282988,1.21978E-06,20164,2863288,406586896,11.91637529,1692.125291,240281.7913,0.007042254,4.95933E-05,3.49249E-07,2.4595E-09,0.083918136,0.000590973,4.16178E-06
7.600716,92,234,142,1,8464,778688,71639296,9.591663047,882.4330003,81183.83603,0.010869565,0.000118147,1.28421E-06,1.39588E-08,0.104257207,0.001133231,1.23177E-05,54756,12812904,2998219536,15.29705854,3579.511699,837605.7375,0.004273504,1.82628E-05,7.80463E-08,3.33531E-10,0.065372045,0.000279368,1.19388E-06,20164,2863288,406586896,11.91637529,1692.125291,240281.7913,0.007042254,4.95933E-05,3.49249E-07,2.4595E-09,0.083918136,0.000590973,4.16178E-06
7.5909151,92,235,143,1,8464,778688,71639296,9.591663047,882.4330003,81183.83603,0.010869565,0.000118147,1.28421E-06,1.39588E-08,0.104257207,0.001133231,1.23177E-05,55225,12977875,3049800625,15.32970972,3602.481783,846583.2191,0.004255319,1.81077E-05,7.70542E-08,3.2789E-10,0.065232807,0.000277586,1.18122E-06,20449,2924207,418161601,11.95826074,1710.031286,244534.4739,0.006993007,4.89021E-05,3.41973E-07,2.39142E-09,0.083624201,0.000584785,4.0894E-06
7.5701262,92,238,146,0,8464,778688,71639296,9.591663047,882.4330003,81183.83603,0.010869565,0.000118147,1.28421E-06,1.39588E-08,0.104257207,0.001133231,1.23177E-05,56644,13481272,3208542736,15.42724862,3671.685172,873861.0709,0.004201681,1.76541E-05,7.4177E-08,3.11668E-10,0.064820372,0.000272355,1.14435E-06,21316,3112136,454371856,12.08304597,1764.124712,257562.208,0.006849315,4.69131E-05,3.21323E-07,2.20084E-09,0.082760589,0.000566853,3.88256E-06
